CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS-0887,Female,0,No,No,12.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,32.08,392.77,No
CUS-0888,Female,0,Yes,No,13.0,Yes,No,No internet service,No internet service,One year,Yes,Credit card,36.33,488.5,No
CUS-0889,Female,1,Yes,No,62.0,Yes,DSL,Yes,No,Month-to-month,No,Bank transfer,35.23,2135.84,No
CUS-0890,Male,0,No,No,60.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,85.25,5102.53,No
CUS-0891,Male,1,Yes,No,43.0,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,84.91,4008.84,No
CUS-0892,Female,0,Yes,Yes,68.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,99.32,6367.34,No
CUS-0893,Female,0,No,No,5.0,Yes,DSL,No,Yes,One year,No,Mailed check,20.16,99.14,No
CUS-0894,Male,0,Yes,No,37.0,Yes,DSL,No,No,One year,Yes,Credit card,37.59,1332.92,No
CUS-0895,Male,1,Yes,Yes,31.0,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,23.99,783.12,No
CUS-0896,Male,0,Yes,No,9.0,Yes,DSL,No,No,Month-to-month,Yes,Bank transfer,38.95,369.06,Yes
CUS-0897,Female,0,Yes,No,51.0,No,No,No internet service,No internet service,One year,Yes,Mailed check,26.85,1312.51,No
CUS-0898,Female,0,Yes,Yes,29.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.81,765.54,No
CUS-0899,Female,0,No,No,40.0,Yes,DSL,No,No,One year,Yes,Mailed check,,1232.16,No
CUS-0900,Male,0,No,Yes,41.0,Yes,DSL,No,No,Two year,Yes,Mailed check,31.75,1282.86,No
CUS-0901,Male,0,Yes,Yes,11.0,No,Fiber optic,No,Yes,Month-to-month,Yes,Mailed check,86.36,932.92,Yes
CUS-0902,Female,0,No,No,23.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.08,784.66,Yes
CUS-0903,Female,0,Yes,No,1.0,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,34.61,34.4,No
CUS-0904,Male,0,Yes,Yes,46.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,80.85,3537.92,No
CUS-0905,Male,0,Yes,No,21.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.22,457.84,No
CUS-0906,Male,0,Yes,No,36.0,Yes,DSL,No,No,Month-to-month,No,Credit card,29.16,1047.88,No
CUS-0907,Male,0,Yes,Yes,54.0,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card,22.64,1246.81,Yes
CUS-0908,Female,0,No,Yes,57.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.29,1744.08,No
CUS-0909,Male,0,No,No,1.0,Yes,DSL,No,Yes,Month-to-month,No,Mailed check,24.28,23.71,No
CUS-0910,Male,1,Yes,Yes,63.0,Yes,DSL,Yes,Yes,One year,No,Credit card,28.66,1966.0,No
CUS-0911,Male,0,No,No,54.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,23.95,1316.45,No
CUS-0912,Female,0,Yes,No,55.0,No,DSL,Yes,No,Month-to-month,Yes,Mailed check,30.97,1650.38,Yes
CUS-0913,Female,0,No,No,40.0,Yes,No,No internet service,No internet service,Two year,No,Mailed check,22.32,915.24,No
CUS-0914,Male,0,Yes,Yes,15.0,Yes,Fiber optic,No,Yes,One year,Yes,Credit card,80.46,1305.97,No
CUS-0915,Male,0,No,No,21.0,Yes,DSL,No,Yes,Two year,No,Mailed check,21.02,421.47,No
CUS-0916,Male,0,Yes,No,47.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,99.09,4662.0,Yes
CUS-0917,Female,0,Yes,No,53.0,No,No,No internet service,No internet service,One year,No,Mailed check,22.85,1322.15,No
CUS-0918,Female,0,No,Yes,,Yes,Fiber optic,No,Yes,Month-to-month,No,Credit card,94.17,792.0,Yes
CUS-0919,Female,0,No,Yes,52.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Credit card,81.36,4416.59,Yes
CUS-0920,Male,0,Yes,No,57.0,Yes,DSL,No,Yes,Month-to-month,Yes,Electronic check,22.16,1292.04,Yes
CUS-0921,Female,0,No,No,26.0,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,30.18,812.88,No
CUS-0922,Male,0,Yes,Yes,41.0,Yes,No,No internet service,No internet service,Two year,Yes,Credit card,29.3,1165.55,No
CUS-0923,Male,0,No,No,35.0,Yes,DSL,No,No,Month-to-month,No,Bank transfer,39.03,,Yes
CUS-0924,Male,0,No,Yes,63.0,Yes,DSL,No,Yes,One year,No,Mailed check,38.9,2540.99,No
CUS-0925,Female,1,Yes,No,25.0,No,DSL,Yes,No,One year,No,Credit card,35.59,839.13,No
CUS-0926,Male,0,No,No,38.0,No,DSL,Yes,Yes,One year,No,Electronic check,32.04,,No
CUS-0927,Female,0,No,No,2.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Credit card,89.1,167.09,Yes
CUS-0928,Female,0,Yes,No,7.0,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,27.12,171.17,No
CUS-0929,Male,0,No,No,34.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,98.94,3680.21,Yes
CUS-0930,Male,0,Yes,No,17.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,32.06,537.58,Yes
CUS-0931,Female,0,Yes,No,,Yes,Fiber optic,No,No,Two year,No,Mailed check,91.58,4307.59,Yes
CUS-0932,Male,0,Yes,No,59.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,84.64,4634.53,No
CUS-0933,Female,0,Yes,No,,Yes,Fiber optic,No,No,Month-to-month,Yes,Mailed check,80.93,4199.55,No
CUS-0934,Male,0,Yes,Yes,54.0,Yes,DSL,Yes,No,Two year,Yes,Credit card,38.9,1974.97,No
CUS-0935,Female,0,No,Yes,24.0,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,86.27,2190.6,No
CUS-0936,Female,0,Yes,No,25.0,Yes,Fiber optic,Yes,No,One year,Yes,Mailed check,88.85,2347.29,No
CUS-0937,Female,1,Yes,No,71.0,Yes,DSL,Yes,No,Month-to-month,Yes,Credit card,,1459.97,No
CUS-0938,Female,0,No,No,52.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,96.74,5445.06,Yes
CUS-0939,Male,0,No,Yes,70.0,Yes,Fiber optic,No,Yes,Month-to-month,No,Mailed check,80.55,5294.13,Yes
CUS-0940,Male,1,No,No,33.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.68,1237.79,Yes
CUS-0941,Female,0,Yes,No,49.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Credit card,82.81,4451.8,Yes
CUS-0942,Female,0,Yes,No,29.0,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,37.73,1177.85,No
CUS-0943,Male,0,Yes,No,63.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,94.6,6504.01,Yes
CUS-0944,Male,0,No,No,22.0,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer,23.29,496.25,No
CUS-0945,Male,0,Yes,No,26.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Credit card,91.32,2187.02,No
CUS-0946,Male,0,No,No,,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,26.25,689.19,No
CUS-0947,Male,0,Yes,Yes,49.0,Yes,Fiber optic,No,No,One year,Yes,Electronic check,83.56,4094.85,No
CUS-0948,Male,1,No,No,71.0,Yes,Fiber optic,Yes,No,Two year,No,Mailed check,97.18,7304.42,No
CUS-0949,Female,0,Yes,No,,Yes,Fiber optic,No,No,Month-to-month,No,Mailed check,88.07,4013.48,Yes
CUS-0950,Male,0,Yes,No,20.0,No,Fiber optic,No,No,One year,No,Mailed check,,1815.61,Yes
CUS-0951,Male,0,Yes,Yes,63.0,No,DSL,Yes,No,Two year,No,Electronic check,23.4,1422.18,No
CUS-0952,Female,0,No,No,61.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,27.66,1633.67,Yes
CUS-0953,Male,0,No,No,49.0,Yes,DSL,Yes,No,Two year,No,Mailed check,37.43,,No
CUS-0954,Male,1,Yes,Yes,71.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,27.26,1922.69,No
CUS-0955,Male,0,Yes,No,1.0,Yes,DSL,Yes,No,One year,Yes,Mailed check,39.03,41.47,Yes
CUS-0956,Male,0,Yes,No,13.0,No,DSL,No,No,Two year,No,Credit card,38.93,471.26,Yes
CUS-0957,Male,0,No,No,51.0,Yes,Fiber optic,No,No,One year,Yes,Credit card,,4473.07,No
CUS-0958,Female,1,Yes,No,56.0,Yes,DSL,No,Yes,Month-to-month,No,Electronic check,23.55,1203.86,Yes
CUS-0959,Male,0,Yes,Yes,62.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Credit card,97.25,5660.56,Yes
CUS-0960,Female,0,Yes,No,32.0,No,DSL,Yes,No,Two year,No,Bank transfer,27.86,,No
CUS-0961,Female,0,Yes,Yes,30.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,20.09,645.48,No
CUS-0962,Male,1,No,No,29.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,,702.37,Yes
CUS-0963,Female,1,No,No,49.0,Yes,No,No internet service,No internet service,One year,Yes,Electronic check,31.95,1511.44,No
CUS-0964,Male,1,Yes,No,45.0,Yes,Fiber optic,Yes,No,Month-to-month,No,Bank transfer,95.99,4351.62,Yes
CUS-0965,Female,0,Yes,Yes,30.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Bank transfer,82.67,2337.03,Yes
CUS-0966,Female,0,No,No,16.0,Yes,DSL,No,No,Month-to-month,Yes,Credit card,22.21,377.47,No
CUS-0967,Male,0,No,No,40.0,No,DSL,Yes,Yes,Month-to-month,Yes,Bank transfer,38.44,1621.75,No
CUS-0968,Male,1,Yes,No,19.0,No,DSL,No,Yes,One year,Yes,Bank transfer,35.02,618.18,No
CUS-0969,Male,0,No,No,18.0,Yes,Fiber optic,No,Yes,One year,Yes,Bank transfer,91.8,1640.45,No
CUS-0970,Male,0,No,No,1.0,Yes,Fiber optic,Yes,Yes,Month-to-month,No,Bank transfer,95.38,100.62,No
CUS-0971,Male,0,Yes,No,47.0,Yes,Fiber optic,No,Yes,Two year,Yes,Mailed check,88.58,4027.81,No
CUS-0972,Female,0,No,No,66.0,Yes,DSL,No,Yes,Two year,No,Mailed check,35.17,2383.01,No
CUS-0973,Female,0,No,Yes,38.0,Yes,Fiber optic,Yes,No,One year,No,Electronic check,87.44,3023.82,No
CUS-0974,Female,1,Yes,Yes,51.0,Yes,Fiber optic,No,No,Month-to-month,No,Credit card,,4422.98,Yes
CUS-0975,Female,1,Yes,No,63.0,Yes,Fiber optic,No,No,One year,Yes,Mailed check,94.58,,No
CUS-0976,Female,0,No,No,4.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Bank transfer,88.39,376.94,No
CUS-0977,Female,0,Yes,No,1.0,Yes,DSL,Yes,No,One year,Yes,Credit card,39.63,38.48,No
CUS-0978,Female,0,No,No,8.0,Yes,No,No internet service,No internet service,One year,No,Mailed check,26.99,,No
CUS-0979,Male,0,Yes,Yes,29.0,Yes,Fiber optic,No,Yes,Month-to-month,Yes,Electronic check,98.43,3049.08,No
CUS-0980,Male,0,No,No,55.0,Yes,DSL,No,No,Two year,Yes,Bank transfer,38.66,1934.99,No
CUS-0981,Female,0,Yes,Yes,3.0,Yes,DSL,Yes,Yes,Month-to-month,Yes,Credit card,24.84,72.98,No
CUS-0982,Female,0,No,Yes,,Yes,Fiber optic,No,No,One year,Yes,Mailed check,95.96,2990.88,No
CUS-0983,Male,1,No,No,10.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,28.66,274.26,No
CUS-0984,Male,0,No,Yes,34.0,Yes,Fiber optic,No,No,Two year,No,Mailed check,98.35,3619.27,No
CUS-0985,Male,0,Yes,No,55.0,Yes,DSL,No,No,Month-to-month,Yes,Electronic check,29.0,1675.05,No
CUS-0986,Male,0,Yes,Yes,32.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,34.89,1019.11,No
CUS-0987,Female,0,No,No,50.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Electronic check,89.34,4658.8,No
CUS-0988,Male,0,No,No,7.0,Yes,Fiber optic,No,No,Month-to-month,No,Bank transfer,84.56,595.15,Yes
CUS-0989,Female,0,Yes,Yes,8.0,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,Bank transfer,83.99,725.79,Yes
CUS-0990,Female,0,Yes,No,65.0,Yes,DSL,No,Yes,One year,Yes,Credit card,28.51,1783.82,No
CUS-0991,Female,1,Yes,No,57.0,Yes,Fiber optic,Yes,No,Month-to-month,Yes,Mailed check,95.11,5501.68,No
CUS-0992,Male,0,Yes,No,67.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,92.1,,Yes
CUS-0993,Male,0,Yes,Yes,59.0,Yes,No,No internet service,No internet service,Month-to-month,No,Electronic check,33.77,1988.27,Yes
CUS-0994,Female,0,Yes,No,54.0,Yes,Fiber optic,No,Yes,Two year,Yes,Electronic check,85.65,4584.5,No
CUS-0995,Female,0,No,No,67.0,Yes,Fiber optic,No,No,One year,No,Credit card,89.63,5651.66,No
CUS-0996,Female,0,Yes,No,51.0,Yes,Fiber optic,Yes,Yes,One year,No,Credit card,80.89,4336.37,No
CUS-0997,Male,0,No,No,8.0,Yes,No,No internet service,No internet service,One year,No,Credit card,36.35,287.97,No
CUS-0998,Female,0,Yes,No,34.0,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,39.8,1477.29,Yes
CUS-0999,Male,1,Yes,No,35.0,Yes,Fiber optic,No,No,Month-to-month,Yes,Electronic check,,2937.32,Yes
CUS-1000,Female,0,No,No,32.0,Yes,Fiber optic,No,Yes,Month-to-month,No,Bank transfer,80.22,2660.86,Yes
